Item Code,Item Name,Qty,Selling Price
4796028973025,Ln113 Lcy Polo T-Shirt Ash L,2,"7,290.00"
4796028973032,Ln113 Lcy Polo T-Shirt Ash Xl,3,"7,290.00"
4796032358061,Ln113 Lcy Polo T-Shirt Army Green M,1,"7,290.00"
4796032358085,Ln113 Lcy Polo T-Shirt Army Green Xl,2,"7,290.00"
4796032358092,Ln113 Lcy Polo T-Shirt Army Green 2xl,2,"7,290.00"
4796032358115,Ln113 Lcy Polo T-Shirt Fawn Beige L,1,"7,290.00"
4796032358122,Ln113 Lcy Polo T-Shirt Fawn Beige Xl,1,"7,290.00"
4796032358139,Ln113 Lcy Polo T-Shirt Fawn Beige 2xl,1,"7,290.00"
4796032358511,Ln113 Lcy Polo T-Shirt Black 2xl,2,"7,290.00"
4796032358528,Ln113 Lcy Polo T-Shirt Ash 2xl,2,"7,290.00"
4796032358535,Ln113 Lcy Polo T-Shirt White 2xl,3,"7,290.00"
4796028977269,Ln149 Crew Neck N/Blue S,2,"6,400.00"
4796028978686,Ln120 Polo Pebble Grey -Xxl,1,"8,990.00"
4796062390529,Ln 255-Turtle Neck Navy S,2,"9,900.00"
4796039984664,Ln 231-Cr Oversize Navy Blue M,1,"6,900.00"
4796039984671,Ln 231-Cr Oversize Navy Blue L,1,"6,900.00"
4796039984688,Ln 231-Cr Oversize Navy Blue Xl,1,"6,900.00"
4796039984619,Ln 231-Cr Oversize Black S,1,"6,900.00"
4796039984626,Ln 231-Cr Oversize Black M,1,"6,900.00"
4796039984640,Ln 231-Cr Oversize Black Xl,1,"6,900.00"
4796039984923,Ln212 2pcs Sweatshiirt W/Short Black Xl,1,"14,900.00"
4796039984893,Ln212 2pcs Sweatshiirt W/Short Black S,1,"14,900.00"
4796039984916,Ln212 2pcs Sweatshiirt W/Short Black L,1,"14,900.00"
4796039984909,Ln212 2pcs Sweatshiirt W/Short Black M,1,"14,900.00"
4796039984879,Ln212 2pcs Sweatshiirt W/Short P/ Beige L,1,"14,900.00"
4796039984824,Ln212 2pcs Sweatshiirt W/Short S/Blue M,1,"14,900.00"
4796039984817,Ln212 2pcs Sweatshiirt W/Short S/Blue S,1,"14,900.00"
4796039984763,Ln212 2pcs Sweatshiirt W/Short S/Brow Xl,1,"14,900.00"
4796039984800,Ln212 2pcs Sweatshiirt W/Short White Xl,1,"14,900.00"
4796039984787,Ln212 2pcs Sweatshiirt W/Short White M,2,"14,900.00"
4796028971038,Ln 211 Zipper Bottom Latte S,2,"6,900.00"
4796028971021,Ln 211 Zipper Bottom Latte M,1,"6,900.00"
4796028971014,Ln 211 Zipper Bottom Latte L,1,"6,900.00"
4796028971007,Ln 211 Zipper Bottom Latte Xl,2,"6,900.00"
4796062390918,Ln 211 Zipper Bottom Onyx Black S,1,"6,900.00"
4796062390956,Ln 211 Zipper Bottom Salmon Pink S,1,"6,900.00"
4796062390932,Ln 211 Zipper Bottom Salmon Pink L,2,"6,900.00"
4796062390925,Ln 211 Zipper Bottom Salmon Pink Xl,1,"6,900.00"
4796062390994,Ln 211 Zipper Bottom White S,1,"6,900.00"
4796062390987,Ln 211 Zipper Bottom White M,1,"6,900.00"
4796062390970,Ln 211 Zipper Bottom White L,2,"6,900.00"
4796062390048,Ln226-Set Hoodies W/Bottom B/Beige M,1,"14,900.00"
4796062390031,Ln226-Set Hoodies W/Bottom B/Beige S,1,"14,900.00"
4796062390086,Ln226-Set Hoodies W/Bottom A/Green M,1,"14,900.00"
4796062390024,Ln226-Set Hoodies W/Bottom P/Blue Xl,1,"14,900.00"
4796062390017,Ln226-Set Hoodies W/Bottom P/Blue L,1,"14,900.00"
4796032359587,Ln-218 Over Size L/Beige Xl,1,"5,990.00"
4796032359556,Ln-218 Over Size L/Beige S,1,"5,990.00"
4796032359747,Ln-218 Over Size S/Brown Xl,3,"5,990.00"
4796032359716,Ln-218 Over Size S/Brown S,1,"5,990.00"
4796032359709,Ln-218 Over Size White Xl,1,"5,990.00"
4796032359594,Ln-218 Over Size Sky Blue S,1,"5,990.00"
4796032359624,Ln-218 Over Size Sky Blue Xl,2,"5,990.00"
4796032359525,Ln229 Crew Neck Oversize Teal Blue Xl,1,"5,900.00"
4796039984602,Ln149 Crew Neck S/Blue Xl,1,"6,400.00"
4796039984695,Ln 233-Turtle Neck Onyx Black S,2,"9,900.00"
4796039984718,Ln 233-Turtle Neck Onyx Black L,2,"9,900.00"
4796039984725,Ln 233-Turtle Neck Onyx Black Xl,2,"9,900.00"
4796032359860,Ln236 Set (Oversize W/Short) Onyx Black- Xl,1,"11,900.00"
4796032359754,Ln236set ( Oversize & Shorts )A/ Green S,1,"11,900.00"
4792333001361,Ln293 Wide Rib Knitted Polo - Navy Blue Xl,1,"8,990.00"
4792333001637,Ln296 Crew Neck Opera Mauve Xl,1,"6,900.00"
4792333001644,Ln296 Crew Neck Opera Mauve L,1,"6,900.00"
4792333001651,Ln296 Crew Neck Opera Mauve M,6,"6,900.00"
4792333001712,Ln296 Crew Neck Camel Brown M,4,"6,900.00"
4792333001804,Ln296 Crew Neck Navy Blue M,3,"6,900.00"
4796028977344,Ln155 - Over Size Blue S,1,"6,900.00"
4796028977306,Ln155 - Over Size Brown S,2,"6,900.00"
4796028977313,Ln155 - Over Size Brown M,1,"6,900.00"
4796028977351,Ln155 - Over Size Blue M,1,"6,900.00"
4796028977450,Ln155 - Over Size Navy Xl,1,"6,900.00"
4796028977337,Ln155 - Over Size Brown Xl,1,"6,900.00"
4796028977320,Ln155 - Over Size Brown L,2,"6,900.00"
4796028977368,Ln155 - Over Size Blue L,1,"6,900.00"
4796039984848,Ln212 2pcs Sweatshiirt W/Short S/Blue Xl,1,"14,900.00"
4796039984756,Ln212 2pcs Sweatshiirt W/Short S/Brow L,1,"14,900.00"
4796062390154,Ln216 Polo Tshirt ( Zipper )Black S,1,"8,900.00"
4796062390161,Ln216 Polo Tshirt ( Zipper )Black M,1,"8,900.00"
4796062390192,Ln216 Polo Tshirt ( Zipper )Black 2xl,1,"8,900.00"
4796062390369,Ln216 Polo Tshirt ( Zipper ) Sepia Brown S,1,"8,900.00"
4796062390376,Ln216 Polo Tshirt ( Zipper ) Sepia Brown M,1,"8,900.00"
4796062390284,Ln216 Polo Tshirt ( Zipper ) White Xl,1,"8,900.00"
4796062390215,Ln216 Polo Tshirt ( Zipper ) Light Beige M,3,"8,900.00"
4796062390222,Ln216 Polo Tshirt ( Zipper ) Light Beige L,1,"8,900.00"
4796062390307,Ln216 Polo Tshirt ( Zipper ) Skyblue S,1,"8,900.00"
4796062390338,Ln216 Polo Tshirt ( Zipper ) Skyblue Xl,2,"8,900.00"
4796062390260,Ln216 Polo Tshirt ( Zipper )White M,1,"8,900.00"
4796062390246,Ln216 Polo Tshirt ( Zipper )L/ Beige 2xl,1,"8,900.00"
4796062390291,Ln216 Polo Tshirt ( Zipper )White 2xl,2,"8,900.00"
4792333000043,Ln304 Popcorn Crewneck White S,1,"6,990.00"
4792333000050,Ln304 Popcorn Crewneck White M,1,"6,990.00"
4792333000081,Ln304 Popcorn Crewneck Sky Blue S,1,"6,990.00"
4792333000098,Ln304 Popcorn Crewneck Sky Blue M,2,"6,990.00"
4792333000104,Ln304 Popcorn Crewneck Sky Blue L,1,"6,990.00"
4792333000111,Ln304 Popcorn Crewneck Sky Blue Xl,1,"6,990.00"
4792333000173,Ln304 Popcorn Crewneck Dark Brown M,1,"6,990.00"
4792333000135,Ln304 Popcorn Crewneck Blush Pink M,1,"6,990.00"
4792333000128,Ln304 Popcorn Crewneck Blush Pink S,1,"6,990.00"
4792333000005,Ln304 Popcorn Crewneck Black S,1,"6,990.00"
4792333000012,Ln304 Popcorn Crewneck Black M,2,"6,990.00"
4792333000210,Sweatshirt Ln266-Beige M,2,"8,990.00"
4792333000203,Sweatshirt Ln266-Beige S,1,"8,990.00"
4792333000227,Sweatshirt Ln266-Beige L,1,"8,990.00"
4792333000234,Sweatshirt Ln266-Beige Xl,1,"8,990.00"
4792333000289,Sweatshirt Ln266-Onyx Black S,2,"8,990.00"
4792333000296,Sweatshirt Ln266-Onyx Black M,1,"8,990.00"
4796039984749,Ln212 2pcs Sweatshiirt W/Short S/Brow M,1,"14,900.00"
4796039984831,Ln212 2pcs Sweatshiirt W/Short S/Blue L,1,"14,900.00"
4792333000715,Ln254 Over Size Crew Neck Onyx Black S,2,"6,995.00"
4792333000722,Ln254 Over Size Crew Neck Onyx Black M,1,"6,995.00"
4792333000746,Ln254 Over Size Crew Neck Onyx Black Xl,1,"6,995.00"
4792333000647,Ln254 Over Size Crew Neck Ash Brown M,1,"6,995.00"
4792333000654,Ln254 Over Size Crew Neck Ash Brown L,1,"6,995.00"
4792333000661,Ln254 Over Size Crew Neck Ash Brown Xl,1,"6,995.00"
4792333000685,Ln254 Over Size Crew Neck Peacock Blue M,2,"6,995.00"
4792333000692,Ln254 Over Size Crew Neck Peacock Blue L,1,"6,995.00"
4792333000708,Ln254 Over Size Crew Neck Peacock Blue Xl,1,"6,995.00"
4792333003259,Ln287 Legacy Waffle Fabric Oversized Tee White Xl,1,"6,990.00"
4792333003297,Ln287 Legacy Waffle Fabric Oversized Tee Yellow M,2,"6,990.00"
4792333003303,Ln287 Legacy Waffle Fabric Oversized Tee Yellow L,2,"6,990.00"
4792333003204,Ln287 Legacy Waffle Fabric Oversized Teepeach Pink M,1,"6,990.00"
4792333003211,Ln287 Legacy Waffle Fabric Oversized Teepeach Pink L,2,"6,990.00"
4792333003228,Ln287 Legacy Waffle Fabric Oversized Teepeach Pink Xl,2,"6,990.00"
4792333003280,Ln287 Legacy Waffle Fabric Oversized Cream Beige Xl,1,"6,990.00"
4792333003334,Ln282 Structured Polo Nevada Grey L,1,"8,990.00"
4792333003389,Ln282 Structured Polo Sky Blue Xl,2,"8,990.00"
4792333004409,Ln251 Polo T-Shirt Floral White L,3,"8,990.00"
4792333004485,Ln251 Polo T-Shirt Bone White L,2,"8,990.00"
4792333004447,Ln251 Polo T-Shirt Amber Orange L,2,"8,990.00"
4792333004393,Ln251 Polo T-Shirt Floral White Xl,7,"8,990.00"
4792333004478,Ln251 Polo T-Shirt Bone White Xl,4,"8,990.00"
4792333004430,Ln251 Polo T-Shirt Amber Orange Xl,2,"8,990.00"
4792333004386,Ln251 Polo T-Shirt Floral White 2xl,4,"8,990.00"
4792333004461,Ln251 Polo T-Shirt Bone White 2xl,1,"8,990.00"
4792333003341,Ln 300 Reivera Contrast Collar Polo Sandy Brown M,3,"8,990.00"
4792333002443,Ln259 Casual Shirt Ash Brown S,1,"7,990.00"
4792333002498,Ln259 Casual Shirt Onyx Black M,2,"7,990.00"
4792333002450,Ln259 Casual Shirt Ash Brown M,1,"7,990.00"
4792333002511,Ln259 Casual Shirt Onyx Black Xl,1,"7,990.00"
4792333002474,Ln259 Casual Shirt Ash Brown Xl,1,"7,990.00"
4792333002597,Ln259 Casual Shirt Peacock Blue Xl,1,"7,990.00"
4792333002559,Ln259 Casual Shirt Pine Green Xl,1,"7,990.00"
4792333005789,Ln284 Textured Polo Navy Blue L,1,"8,990.00"
4792333005796,Ln284 Textured Polo Navy Blue Xl,2,"8,990.00"
4792333005918,Ln284 Textured Polo Light Gray Xl,1,"8,990.00"
4792333005871,Ln284 Textured Polo Honey Beige Xl,1,"8,990.00"
4792333005994,Ln285 Textured Polo Light Gray Xl,2,"8,990.00"
4792333006021,Ln285 Textured Polo White L,1,"8,990.00"
4792333006038,Ln285 Textured Polo White Xl,1,"8,990.00"
4792333006045,Ln285 Textured Polo White 2xl,1,"8,990.00"
4792333006052,Ln285 Textured Polo Mustard Yellow M,1,"8,990.00"
4792333006076,Ln285 Textured Polo Mustard Yellow Xl,1,"8,990.00"
4792333006083,Ln285 Textured Polo Mustard Yellow 2xl,1,"8,990.00"
4792333005949,Ln285 Textured Polo Onyx Black L,1,"8,990.00"
4792333005956,Ln285 Textured Polo Onyx Black Xl,1,"8,990.00"
4792333006137,Ln286 Textured Johnny Polo Salmon Pink M,1,"8,990.00"
4792333006144,Ln286 Textured Johnny Polo Salmon Pink L,1,"8,990.00"
4792333006151,Ln286 Textured Johnny Polo Salmon Pinkxl,1,"8,990.00"
4792333006212,Ln286 Textured Johnny Polo Gold Yellow M,1,"8,990.00"
4792333006236,Ln286 Textured Johnny Polo Gold Yellow Xl,1,"8,990.00"
4792333006243,Ln286 Textured Johnny Polo Gold Yellow 2xl,1,"8,990.00"
4792333006182,Ln286 Textured Johnny Polo White L,1,"8,990.00"
4792333006199,Ln286 Textured Johnny Polo White Xl,1,"8,990.00"
4792333006106,Ln286 Textured Johnny Polo Honey Beige L,1,"8,990.00"
4792333006113,Ln286 Textured Johnny Polo Honey Beige Xl,1,"8,990.00"
4792333006120,Ln286 Textured Johnny Polo Honey Beige 2xl,1,"8,990.00"
4792333005888,Ln284 Textured Polo Honey Beige Xxl,1,"8,990.00"
4792333006205,Ln286 Textured Johnny Polo White Xxl,1,"8,990.00"
4792333006298,Ln323 Johnny Coller Waffle Stell Blue M,2,"8,990.00"
4792333006250,Ln323 Johnny Coller Waffle Latte M,2,"8,990.00"
4792333006335,Ln323 Johnny Coller Waffle Heather Purple M,2,"8,990.00"
4792333006373,Ln323 Johnny Coller Waffle White M,2,"8,990.00"
4792333006267,Ln323 Johnny Coller Waffle Stell Blue L,2,"8,990.00"
4792333006380,Ln323 Johnny Coller Waffle Heather Purple L,4,"8,990.00"
4792333006304,Ln323 Johnny Coller Waffle White L,2,"8,990.00"
4792333006311,Ln323 Johnny Coller Waffle Stell Blue Xl,2,"8,990.00"
4792333006274,Ln323 Johnny Coller Waffle Latte Xl,2,"8,990.00"
4792333006359,Ln323 Johnny Coller Waffle Heather Purple Xl,1,"8,990.00"
4792333006397,Ln323 Johnny Coller Waffle White Xl,1,"8,990.00"
4792333006328,Ln323 Johnny Coller Waffle Stell Blue 2xl,1,"8,990.00"
4792333006281,Ln323 Johnny Coller Waffle Latte 2xl,1,"8,990.00"
4792333006403,Ln323 Johnny Coller Waffle White 2xl,1,"8,990.00"
4792333006441,Ln293 Wide Rib Knitted Polo - Black M,1,"8,990.00"
4792333006458,Ln293 Wide Rib Knitted Polo - Black L,1,"8,990.00"
4792333006465,Ln293 Wide Rib Knitted Polo - Black Xl,2,"8,990.00"
4792333006434,Ln293 Wide Rib Knitted Polo - Olive Green Xl,1,"8,990.00"
4792333006472,Ln296 Crew Neck Green M,4,"6,900.00"
4792333006496,Ln296 Crew Neck Green Xl,2,"6,900.00"
4792333006526,Ln297 Stripped Knitted Polo Camel Beige Xl,1,"8,990.00"
4792333006588,Ln297 Stripped Knitted Polo Steel Grey Xl,1,"8,990.00"
4796032359464,Ln 230 Turtle Neck D/Blue L,1,"7,900.00"
4796032359280,Ln 230 Turtle Neck L/Green S,1,"7,900.00"
4796032359297,Ln 230 Turtle Neck L/Green M,1,"7,900.00"
4796032359303,Ln 230 Turtle Neck L/Green L,1,"7,900.00"
4796032359259,Ln 230 Turtle Neck Onyx Black M,1,"7,900.00"
4796032359266,Ln 230 Turtle Neck Onyx Black L,1,"7,900.00"
4796032359273,Ln 230 Turtle Neck Onyx Black Xl,1,"7,900.00"
4796032359495,Ln 230 Turtle Neck S/Brown M,1,"7,900.00"
4796032359501,Ln 230 Turtle Neck S/Brown L,1,"7,900.00"
4796032359389,Ln 230 Turtle Neck Steel Blue L,1,"7,900.00"
4796032359372,Ln 230 Turtle Neck Steel Blue M,1,"7,900.00"
4796032359365,Ln 230 Turtle Neck Steel Blue S,1,"7,900.00"
4796032359396,Ln 230 Turtle Neck Steel Blue Xl,1,"7,900.00"
4796032359334,Ln 230 Turtle Neck T/ Beige M,1,"7,900.00"
4796032359327,Ln 230 Turtle Neck T/ Beige S,1,"7,900.00"
4796032359426,Ln 230 Turtle Neck White L,1,"7,900.00"
4796032359433,Ln 230 Turtle Neck White Xl,1,"7,900.00"
,,402,
